Número da contratação,Status da contratação,Situação da Execução,Título da contratação,Categoria da contratação,UASG Atual,Data estimada para o início do processo de contratação,Data estimada para a conclusão do processo de contratação,Prazo estimado de duração do processo de contratação (dias),Área requisitante,Nº DFD,Prioridade,Nº do Item no DFD,Data da conclusão da Contratação no DFD,Classificação da Contratação,Código Classe/Grupo,Nome Classe/Grupo,Código PDM material,Nome do PDM material,Código material/serviço,Descrição material/serviço,Unidade Fornecimento,Valor Unitário,Quantidade,Valor Total,Valor Total Contratação,ID
61/2026,Aprovada,,Projeto Integração Interdisciplinar no Diagnóstico e Tratamento de Distúrbios  de respiração,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,361/2025,Médio,4,46082,Material,6515,"Instrumentos, equipamentos e suprimentos médicos  e  cirúrgicos",19843.0,Endoscópio rígido,,,,25500.0,1,25500.0,372500.0,272.0
61/2026,Aprovada,,Projeto Integração Interdisciplinar no Diagnóstico e Tratamento de Distúrbios  de respiração,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,361/2025,Médio,5,46082,Material,6515,"Instrumentos, Equipamentos E Suprimentos Médicos  E  Cirúrgicos",7145.0,Aparelho Ultrassonografia,,,,130000.0,1,130000.0,372500.0,272.0
16/2026,Aprovada,,Descartáveis Hospitalar Almox,BENS,102122,45964,46083,119,ALMOXARIFADO,174/2025,Médio,1,46235,Material,6532,VESTUÁRIO HOSPITALAR E CIRÚRGICO E ITENS CORRELATOS DE  FINALIDADES ESPECIAIS,,,,,,100000.0,1,100000.0,165000.0,173.0
16/2026,Aprovada,,Descartáveis Hospitalar Almox,BENS,102122,45964,46083,119,CME - CENTRAL MATERIAL ESTERILIZACAO,260/2025,Médio,1,46054,Material,6520,"Instrumentos, equipamentos e suprimentos dentários",,,,,,55000.0,1,55000.0,165000.0,173.0
16/2026,Aprovada,,Descartáveis Hospitalar Almox,BENS,102122,45964,46083,119,CME - CENTRAL MATERIAL ESTERILIZACAO,261/2025,Médio,1,46055,Material,8105,Sacos e bolsas,,,,,,10000.0,1,10000.0,165000.0,173.0
62/2026,Aprovada,,Projeto Impact Lab - aquisição de equipamentos,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,362/2025,Médio,1,46082,Material,5965,"Fones, microfones e alto-falantes",14704.0,Telefone Cabeça,420854.0,"características adicionais: conexão headset ao computador, tipo: headset com cabo qd (quiq-disconet), tipo acionamento: liga/desliga com um toque, tipo conector: usb",UN,4499.0,6,26994.0,440790.0,279.0
62/2026,Aprovada,,Projeto Impact Lab - aquisição de equipamentos,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,362/2025,Médio,2,46082,Material,5895,Equipamentos diversos para comunicações,18514.0,Transceiver,628537.0,"aplicação: redes de dados, características adicionais: cabeamento ótico com conector lc duplex, distância: até 10, tipo: modulo sfp (small for-factor pluggable)",UN,299.0,6,1794.0,440790.0,279.0
62/2026,Aprovada,,Projeto Impact Lab - aquisição de equipamentos,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,362/2025,Médio,3,46082,Material,6540,"Equipamentos, instrumentos e suprimentos oftalmológicos",13999.0,Sistema De Lentes Para Equipamento Oftalmológico,612103.0,"ajuste: ajustável, rotação 360°, aplicação: amplificação do campo visual, compatibilidade: compatível c/ microscópio cirúrgico, modelo: de não contato, tipo: grande ocular",UN,269.0,6,1614.0,440790.0,279.0
62/2026,Aprovada,,Projeto Impact Lab - aquisição de equipamentos,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,362/2025,Médio,4,46082,Material,5965,"Fones, microfones e alto-falantes",7703.0,Fone Ouvido,626457.0,"acoplamento auricular: circumaural (over-ear), aplicação: áudio, características adicionais: almofadas com espuma, comprimento fio: 3, freqüência: 10 hz - 25, impedância: 32, modelo: sh450, sensibilidade: 113, tipo: over ear",UN,2299.0,6,13794.0,440790.0,279.0
62/2026,Aprovada,,Projeto Impact Lab - aquisição de equipamentos,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,362/2025,Médio,5,46082,Material,5965,"Fones, microfones e alto-falantes",7703.0,Fone Ouvido,628093.0,"aplicação: transceptores portáteis apx 900, 7000 e 8000, características adicionais: código original do fone rln6242, comprimento fio: 0,50, tipo: intra auricular",UN,509.0,6,3054.0,440790.0,279.0
62/2026,Aprovada,,Projeto Impact Lab - aquisição de equipamentos,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,362/2025,Médio,6,46082,Material,7050,Equipamentos De Rede De Tic - Local E Remota,237.0,Roteador,614914.0,"características adicionais: 4 antenas cobertura até 200m, protocolo lan: 4 portas lan 10, protocolo wan: 1 porta 10/100/1000mbps, recurso segurança: wpa - wpa2 - wps, tensão alimentação: 110/220, tipo arquitetura: dual band: padrão wifi 2,4ghz (até 400mbps) e 5ghz, tipo linha: ip sem fio, velocidade: 1.266",UN,291.0,6,1746.0,440790.0,279.0
62/2026,Aprovada,,Projeto Impact Lab - aquisição de equipamentos,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,362/2025,Médio,7,46082,Material,7010,Computadores,19246.0,Tablet,620677.0,"armazenamento externo: sem armazenamento externo, armazenamento interno: superior a 32, conectividade: wi-fi / 5g / bluetooth, câmera frontal: superior a 8, câmera traseira: 8,1 a 13, memória ram: mínimo 8, processador: octa core ou superior, sistema operacional: open source, tela: superior a 10",UN,1299.0,6,7794.0,440790.0,279.0
62/2026,Aprovada,,Projeto Impact Lab - aquisição de equipamentos,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,363/2025,Baixo,1,46082,Serviço,891,"Serviços De Reprodução, Publicação E Impressão",,,15458.0,Produção Obra Audiovisual,,64000.0,3,192000.0,440790.0,279.0
62/2026,Aprovada,,Projeto Impact Lab - aquisição de equipamentos,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,364/2025,Médio,1,46082,Serviço,963,Serviços Relacionados Com Atores E Outros Artistas,,,15830.0,Apresentação Artística / Musical / Canto / Coral,,12000.0,16,192000.0,440790.0,279.0
20/2026,Aprovada,,Copa e Cozinha Almox,BENS,102122,46118,46237,119,ALMOXARIFADO,119/2025,Médio,1,46174,Material,8955,"CAFÉ, CHÁ E CHOCOLATE",,,,,,100000.0,1,100000.0,137000.0,161.0
20/2026,Aprovada,,Copa e Cozinha Almox,BENS,102122,46118,46237,119,ALMOXARIFADO,119/2025,Médio,2,46174,Material,8940,ALIMENTOS ESPECIAIS DIETÉTICOS E PREPARADOS ALIMENTÍCIOS,,,,,,2500.0,1,2500.0,137000.0,161.0
20/2026,Aprovada,,Copa e Cozinha Almox,BENS,102122,46118,46237,119,ALMOXARIFADO,119/2025,Médio,3,46174,Material,8925,"AÇÚCAR, CONFEITOS, CASTANHAS, NOZES E SIMILARES",,,,,,9000.0,1,9000.0,137000.0,161.0
20/2026,Aprovada,,Copa e Cozinha Almox,BENS,102122,46118,46237,119,ALMOXARIFADO,119/2025,Médio,4,46174,Material,8540,ARTIGOS DE PAPEL PARA HIGIENE,,,,,,10000.0,1,10000.0,137000.0,161.0
20/2026,Aprovada,,Copa e Cozinha Almox,BENS,102122,46118,46237,119,ALMOXARIFADO,119/2025,Médio,5,46174,Material,7350,LOUÇA E ARTIGOS DE MESA,,,,,,10000.0,1,10000.0,137000.0,161.0
20/2026,Aprovada,,Copa e Cozinha Almox,BENS,102122,46118,46237,119,ALMOXARIFADO,119/2025,Médio,6,46174,Material,7930,COMPOSTOS E PREPARADOS PARA LIMPEZA E POLIMENTO,,,,,,2000.0,1,2000.0,137000.0,161.0
20/2026,Aprovada,,Copa e Cozinha Almox,BENS,102122,46118,46237,119,ALMOXARIFADO,119/2025,Médio,7,46174,Material,8135,MATERIAIS A GRANEL PARA ACONDICIONAMENTO E EMBALAGEM,,,,,,2000.0,1,2000.0,137000.0,161.0
20/2026,Aprovada,,Copa e Cozinha Almox,BENS,102122,46118,46237,119,ALMOXARIFADO,119/2025,Médio,8,46174,Material,7920,"VASSOURAS, ESCOVAS, RODOS, ESPONJAS E ESFREGÕES",,,,,,1500.0,1,1500.0,137000.0,161.0
63/2026,Aprovada,,Edita PRPI microscópio Leica,BENS,102122,45964,46083,119,BAB - CIENCIAS BIOLÓGICAS,367/2025,Médio,1,46082,Material,6640,Equipamentos E Artigos De Laboratório,7059.0,Microscópio,,,,5000000.0,1,5000000.0,5000000.0,271.0
66/2026,Aprovada,,Projeto Conecta - Edital,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,366/2025,Médio,1,46082,Material,7080,"Peças, acessórios e ferramentas para redes de tic",,,,,,776626.0,1,776626.0,826826.0,262.0
66/2026,Aprovada,,Projeto Conecta - Edital,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,366/2025,Médio,2,46082,Material,7060,Peças e acessórios para computadores,,,,,,31200.0,1,31200.0,826826.0,262.0
66/2026,Aprovada,,Projeto Conecta - Edital,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,366/2025,Médio,1,46082,Serviço,872,Serviços de reparo de outros bens,,,14435.0,Aferição e/ou calibragem de máquina universal de ensaios,,8000.0,2,16000.0,826826.0,262.0
66/2026,Aprovada,,Projeto Conecta - Edital,BENS,102122,45964,46083,119,BAF - FONOAUDIOLOGIA,366/2025,Médio,2,46082,Serviço,141,"Serviços de telefonia  fixa comutada  (stfc),  telecomunica-ções móveis (smp) e telecomunicações satelitais",,,27910.0,Acesso à internet móvel - internet patrocinada,,3000.0,1,3000.0,826826.0,262.0
65/2026,Aprovada,,Projeto Inovação Tecnológica na Odonto reabilitadora - Prótese,BENS,102122,45964,46083,119,BAP - Prótese e Periodontia,365/2025,Médio,1,46082,Material,7040,EQUIPAMENTOS DE ENTRADA DE DADOS,238.0,SCANNER,623997.0,"APLICAÇÃO: DIGITALIZAÇÃO DE LIVROS, FORMATO: A3, INTERFACE: USB 2.0, RESOLUÇÃO ÓTICA: 300, TENSÃO ALIMENTAÇÃO: BIVOLT, TIPO: PLANETÁRIO, TIPO ALIMENTADOR PAPEL: MANUAL, VELOCIDADE DIGITALIZAÇÃO: 1,5 PPS",UN,109985.0,5,549925.0,1010212.0,266.0
65/2026,Aprovada,,Projeto Inovação Tecnológica na Odonto reabilitadora - Prótese,BENS,102122,45964,46083,119,BAP - Prótese e Periodontia,365/2025,Médio,2,46082,Material,7090,Suprimentos de informática - tic,8320.0,Impressora 3d,,,,131480.0,1,131480.0,1010212.0,266.0
65/2026,Aprovada,,Projeto Inovação Tecnológica na Odonto reabilitadora - Prótese,BENS,102122,45964,46083,119,BAP - Prótese e Periodontia,365/2025,Médio,3,46082,Material,3417,Máquinas De Fresar,9284.0,Fresadora,,,,229830.0,1,229830.0,1010212.0,266.0
65/2026,Aprovada,,Projeto Inovação Tecnológica na Odonto reabilitadora - Prótese,BENS,102122,45964,46083,119,BAP - Prótese e Periodontia,365/2025,Médio,4,46082,Material,6520,"Instrumentos, equipamentos e suprimentos dentários",,,,,,98977.0,1,98977.0,1010212.0,266.0
21/2026,Devolvida,,Obra Vestiário Clínica de Fono,SERVICOS,102122,46146,46266,120,OBRAS,226/2025,Alto,1,46266,Serviço,541,Serviços gerais de construção dos edifícios,,,,,,248112.5,1,248112.5,248112.5,
24/2026,Aprovada,,Obra Fluxo Digital Dentística,SERVICOS,102122,45994,46174,180,OBRAS,207/2025,Médio,1,46174,Serviço,545,Tipos especiais de serviços de construção,,,1627.0,Manutenção / reforma predial,,25000.0,1,25000.0,55000.0,116.0
24/2026,Aprovada,,Obra Fluxo Digital Dentística,SERVICOS,102122,45994,46174,180,OBRAS,272/2025,Alto,1,46204,Serviço,545,Tipos especiais de serviços de construção,,,19224.0,Construção / manutenção / reforma - telhado,,30000.0,1,30000.0,55000.0,116.0
23/2026,Aprovada,,Obras Pequenos Reparos,SERVICOS,102122,45966,46146,180,OBRAS,222/2025,Médio,1,46143,Serviço,545,TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO,,,19224.0,CONSTRUÇÃO / MANUTENÇÃO / REFORMA - TELHADO,,55000.0,1,55000.0,205000.0,347.0
23/2026,Aprovada,,Obras Pequenos Reparos,SERVICOS,102122,45966,46146,180,OBRAS,224/2025,Médio,1,46174,Serviço,545,Tipos especiais de serviços de construção,,,19224.0,Construção / manutenção / reforma - telhado,,50000.0,1,50000.0,205000.0,347.0
23/2026,Aprovada,,Obras Pequenos Reparos,SERVICOS,102122,45966,46146,180,OBRAS,332/2025,Médio,1,46127,Serviço,545,TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO,,,,,,100000.0,1,100000.0,205000.0,347.0
25/2026,Devolvida,,Projeto Ampliação e Reforma Bloco Didático I,SERVICOS,102122,45933,46113,180,OBRAS,294/2025,Alto,1,46082,Serviço,831,Serviços De Consultoria E De Gerência/Gestão,,,78.0,Estudos e Projetos de Arquitetura,,108000.0,1,108000.0,173000.0,
25/2026,Devolvida,,Projeto Ampliação e Reforma Bloco Didático I,SERVICOS,102122,45933,46113,180,OBRAS,327/2025,Alto,1,46332,Serviço,831,Serviços de consultoria e de gerência/gestão,,,78.0,Estudos e projetos de arquitetura,,65000.0,1,65000.0,173000.0,
26/2026,Aprovada,,ARP Pequenos Serviços de Engenharia,SERVICOS,102122,45874,46051,177,OBRAS,331/2025,Médio,1,46218,Serviço,545,TIPOS ESPECIAIS DE SERVIÇOS DE CONSTRUÇÃO,,,,,,100000.0,1,100000.0,100000.0,295.0
27/2026,Aprovada,,Serviços Análise Estrutura Predial,SERVICOS,102122,45875,46055,180,OBRAS,117/2025,Alto,1,46054,Serviço,833,Serviços de engenharia,,,,,,120000.0,1,120000.0,120000.0,113.0
28/2026,Aprovada,,ARP  Marcenaria,BENS,102122,45993,46113,120,ATA - ADMINISTRACAO,202/2025,Baixo,1,46122,Material,5530,COMPENSADOS E FOLHEADOS,5396.0,COMPENSADO MADEIRA,,,,25000.0,1,25000.0,25000.0,158.0
30/2026,Aprovada,,ARP Informática,BENS,102122,46209,46329,120,BAE - ESTOMATO. CIRU. RADIO. PATO,36/2025,Médio,1,46143,Material,6508,Cosméticos E Artigos De Toucador De Natureza Medicinal,2238.0,Álcool Isopropílico,,,,2000.0,1,2000.0,50941.5,136.0
30/2026,Aprovada,,ARP Informática,BENS,102122,46209,46329,120,BAE - ESTOMATO. CIRU. RADIO. PATO,36/2025,Médio,2,46143,Material,6850,ESPECIALIDADES QUÍMICAS DIVERSAS,11674.0,RESINA,,,,13000.0,1,13000.0,50941.5,136.0
30/2026,Aprovada,,ARP Informática,BENS,102122,46209,46329,120,BAE - ESTOMATO. CIRU. RADIO. PATO,78/2025,Médio,2,46174,Material,7030,Equipamentos de armazenamento de dados,,,,,,2000.0,1,2000.0,50941.5,136.0
30/2026,Aprovada,,ARP Informática,BENS,102122,46209,46329,120,CLINICA DE FONOAUDIOLOGIA,100/2025,Médio,1,46063,Material,7090,SUPRIMENTOS DE INFORMÁTICA - TIC,,,,,,1510.0,1,1510.0,50941.5,136.0
30/2026,Aprovada,,ARP Informática,BENS,102122,46209,46329,120,CLINICA DE FONOAUDIOLOGIA,100/2025,Médio,2,46063,Material,7030,Equipamentos de armazenamento de dados,17653.0,Disco rígido removível,,,,520.0,1,520.0,50941.5,136.0
30/2026,Aprovada,,ARP Informática,BENS,102122,46209,46329,120,CLINICA DE FONOAUDIOLOGIA,100/2025,Médio,3,46063,Material,5965,"Fones, Microfones E Alto-Falantes",7703.0,Fone Ouvido,,,,1231.5,1,1231.5,50941.5,136.0
30/2026,Aprovada,,ARP Informática,BENS,102122,46209,46329,120,CLINICA DE FONOAUDIOLOGIA,100/2025,Médio,4,46063,Material,6140,Baterias recarregáveis,19206.0,Elemento de bateria chumbo-ácida,,,,1680.0,1,1680.0,50941.5,136.0
30/2026,Aprovada,,ARP Informática,BENS,102122,46209,46329,120,OBRAS,328/2025,Alto,1,46037,Serviço,929,Outros serviços de educação e treinamento,,,3832.0,Treinamento na área de engenharia,,4000.0,1,4000.0,50941.5,136.0
30/2026,Aprovada,,ARP Informática,BENS,102122,46209,46329,120,OBRAS,328/2025,Alto,2,46037,Serviço,182,SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA,,,27472.0,LICENCIAMENTO DE DIREITOS  PERMANENTES DE USO DE OUTROS SOFTWARES / PROGRAMAS DE COMPUTADOR,,25000.0,1,25000.0,50941.5,136.0
38/2026,Aprovada,,Material médico hospitalar não padronizado,BENS,102122,46161,46281,120,MICROBIOLOGIA-IMUNOLOGIA,63/2025,Médio,1,46048,Material,6510,MATERIAIS CIRÚRGICOS PARA CURATIVOS,30274.0,COMPRESSA CAMPO OPERATÓRIO,,,,1200.0,1,1200.0,17937.0,57.0
38/2026,Aprovada,,Material médico hospitalar não padronizado,BENS,102122,46161,46281,120,CLINICA DE FONOAUDIOLOGIA,93/2025,Alto,1,46081,Material,6530,"Mobiliário, equipamentos, utensílios e  suprimentos  hospitalares",18862.0,Material fonoaudiologia,,,,9430.0,1,9430.0,17937.0,57.0
38/2026,Aprovada,,Material médico hospitalar não padronizado,BENS,102122,46161,46281,120,CLINICA DE FONOAUDIOLOGIA,94/2025,Alto,1,46112,Material,6530,"Mobiliário, equipamentos, utensílios e  suprimentos  hospitalares",18862.0,Material fonoaudiologia,,,,3812.0,1,3812.0,17937.0,57.0
38/2026,Aprovada,,Material médico hospitalar não padronizado,BENS,102122,46161,46281,120,CLINICA DE FONOAUDIOLOGIA,96/2025,Alto,1,46296,Material,6840,Pesticidas e desinfetantes,2017.0,Ácido peracético,,,,3000.0,1,3000.0,17937.0,57.0
38/2026,Aprovada,,Material médico hospitalar não padronizado,BENS,102122,46161,46281,120,BAB - CIENCIAS BIOLÓGICAS,196/2025,Alto,5,46055,Material,6695,INSTRUMENTOS COMBINADOS DIVERSOS,6099.0,AGULHA LABORATÓRIO,418509.0,"COMPONENTES: C/ CONECTOR LUER, DIMENSÕES: 0,8 X 80, MATERIAL: AÇO INOX",UN,0.1,200,20.0,17937.0,57.0
38/2026,Aprovada,,Material médico hospitalar não padronizado,BENS,102122,46161,46281,120,BAB - CIENCIAS BIOLÓGICAS,196/2025,Alto,7,46055,Material,6510,Materiais Cirúrgicos Para Curativos,19965.0,Curativo Cutâneo,483379.0,"componente 1: c/ almofada fibra sintética, componente 2: base adesiva, dimensão: cerca de  10 x 15, esterilidade: uso único",UN,0.05,1500,75.0,17937.0,57.0
38/2026,Aprovada,,Material médico hospitalar não padronizado,BENS,102122,46161,46281,120,BAB - CIENCIAS BIOLÓGICAS,196/2025,Alto,10,46055,Material,6510,Materiais cirúrgicos para curativos,373.0,Compressa Gaze,622298.0,"adicional: 5 dobras, dimensões: cerca de 7,5 x 7,5, embalagem: embalagem individual, esterilidade*: estéril, uso único, gramatura: 13 fios/, material: 100% viscose",PCT,40.0,10,400.0,17937.0,57.0
39/2026,Aprovada,,Material CME,BENS,102122,46205,46325,120,CME - CENTRAL MATERIAL ESTERILIZACAO,263/2025,Médio,1,46055,Material,6810,Produtos químicos,,,,,,7000.0,1,7000.0,36500.0,53.0
39/2026,Aprovada,,Material CME,BENS,102122,46205,46325,120,CME - CENTRAL MATERIAL ESTERILIZACAO,264/2025,Médio,1,46055,Material,6550,"Substâncias para diagnóstico ""in vitro"",  reagentes,  conjuntos e jogos para teste",,,,,,21500.0,1,21500.0,36500.0,53.0
39/2026,Aprovada,,Material CME,BENS,102122,46205,46325,120,CME - CENTRAL MATERIAL ESTERILIZACAO,265/2025,Médio,1,46055,Material,7240,Recepientes para uso doméstico e comercial,,,,,,7000.0,1,7000.0,36500.0,53.0
39/2026,Aprovada,,Material CME,BENS,102122,46205,46325,120,CME - CENTRAL MATERIAL ESTERILIZACAO,264/2025,Médio,2,46055,Material,3550,Máquinas registradoras automáticas e máquinas acionadas  comfichas,13172.0,Máquina etiquetadora,,,,1000.0,1,1000.0,36500.0,53.0
40/2026,Aprovada,,Equipamento laboratório,BENS,102122,46237,46357,120,BAE - ESTOMATO. CIRU. RADIO. PATO,46/2025,Médio,1,46143,Material,6640,Equipamentos E Artigos De Laboratório,,,,,,40000.0,1,40000.0,60010.0,327.0
40/2026,Aprovada,,Equipamento laboratório,BENS,102122,46237,46357,120,BAD - DENT. ENDO. MAT ODONT.,180/2025,Alto,1,46246,Material,6640,Equipamentos E Artigos De Laboratório,,,,,,4850.0,1,4850.0,60010.0,327.0
40/2026,Aprovada,,Equipamento laboratório,BENS,102122,46237,46357,120,Biotério,300/2025,Alto,1,46142,Material,6640,EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO,,,,,,4560.0,1,4560.0,60010.0,327.0
40/2026,Aprovada,,Equipamento laboratório,BENS,102122,46237,46357,120,MICROBIOLOGIA-IMUNOLOGIA,66/2025,Alto,1,46048,Material,6640,Equipamentos E Artigos De Laboratório,5787.0,Contador De Colônias,,,,5100.0,1,5100.0,60010.0,327.0
40/2026,Aprovada,,Equipamento laboratório,BENS,102122,46237,46357,120,BAE - ESTOMATO. CIRU. RADIO. PATO,371/2025,Médio,1,46112,Material,6640,EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO,4663.0,CAPELA EXAUSTÃO,,,,5500.0,1,5500.0,60010.0,327.0
42/2026,Devolvida,,ARP equipamentos informática,CONTRATACOES_TIC,102122,46098,46218,120,BAF - FONOAUDIOLOGIA,27/2025,Alto,1,46023,Material,7010,COMPUTADORES,,,,,,200000.0,1,200000.0,514000.0,
42/2026,Devolvida,,ARP equipamentos informática,CONTRATACOES_TIC,102122,46098,46218,120,STI,295/2025,Médio,1,46055,Material,7010,Computadores,10293.0,Servidor,610068.0,"armazenamento sas: sem discos sas, armazenamento sata: com discos sata, armazenamento ssd: sem discos ssd, fonte alimentação: redundante (swap/hot plug), garantia on site: superior 48, interface rede lan: superior a 4, interface rede san: sem san, memória ram: 512, núcleos por processador: 15 a 20, processadores físicos: 2, sistema operacional: sem sistema operacional, tipo: rack",UN,200000.0,1,200000.0,514000.0,
42/2026,Devolvida,,ARP equipamentos informática,CONTRATACOES_TIC,102122,46098,46218,120,STI,297/2025,Médio,1,46037,Material,7010,COMPUTADORES,6661.0,MICROCOMPUTADOR,620336.0,"ARMAZENAMENTO HDD: SEM DISCO HDD, ARMAZENAMENTO SSD: ATÉ 2 TB, COMPONENTES ADICIONAIS: COM TECLADO E MOUSE, GABINETE: TORRE, GARANTIA ON SITE: 36, MEMÓRIA RAM: 32, MONITOR: SEM MONITOR, NÚCLEOS POR PROCESSADOR: SUPERIOR A 8, OUTROS RECURSOS: CONFORME EDITAL, SISTEMA OPERACIONAL: PROPRIETÁRIO",UN,10000.0,9,90000.0,514000.0,
42/2026,Devolvida,,ARP equipamentos informática,CONTRATACOES_TIC,102122,46098,46218,120,STI,297/2025,Médio,2,46037,Material,7010,Computadores,6661.0,Microcomputador,619124.0,"armazenamento hdd: sem disco hdd, armazenamento ssd: 310 a 500, componentes adicionais: com teclado e mouse, gabinete: ultracompacto, garantia on site: superior a 36, memória ram: 32, monitor: sem monitor, núcleos por processador: superior a 8, outros recursos: conforme edital, sistema operacional: proprietário",UN,12000.0,2,24000.0,514000.0,
43/2026,Devolvida,,Equipamentos Informática,CONTRATACOES_TIC,102122,45932,46052,120,BAE - ESTOMATO. CIRU. RADIO. PATO,43/2025,Médio,1,46235,Material,7020,Impressoras,8320.0,Impressora 3d,,,,5000.0,1,5000.0,66494.0,
43/2026,Devolvida,,Equipamentos Informática,CONTRATACOES_TIC,102122,45932,46052,120,BAE - ESTOMATO. CIRU. RADIO. PATO,78/2025,Médio,1,46174,Material,7090,Suprimentos de informática - tic,,,,,,10000.0,1,10000.0,66494.0,
43/2026,Devolvida,,Equipamentos Informática,CONTRATACOES_TIC,102122,45932,46052,120,ATAC - ACADEMICA,88/2025,Médio,2,46053,Material,7010,Computadores,,,,,,5500.0,1,5500.0,66494.0,
43/2026,Devolvida,,Equipamentos Informática,CONTRATACOES_TIC,102122,45932,46052,120,CLINICA DE FONOAUDIOLOGIA,106/2025,Alto,1,46112,Material,7010,Computadores,8435.0,Notebook,,,,17994.0,1,17994.0,66494.0,
43/2026,Devolvida,,Equipamentos Informática,CONTRATACOES_TIC,102122,45932,46052,120,OBRAS,328/2025,Alto,1,46037,Material,7060,Peças e acessórios para computadores,6661.0,Microcomputador,451708.0,"armazenamento hdd: 1, armazenamento ssd: 110 a 300, componentes adicionais: com teclado e mouse, garantia on site: 36, memória ram: superior a 8, monitor: 21 a 29, núcleos por processador: até 4, sistema operacional: proprietário",UN,8000.0,1,8000.0,66494.0,
43/2026,Devolvida,,Equipamentos Informática,CONTRATACOES_TIC,102122,45932,46052,120,BIBLIOTECA,57/2025,Médio,1,46111,Material,7040,EQUIPAMENTOS DE ENTRADA DE DADOS,238.0,SCANNER,623997.0,"APLICAÇÃO: DIGITALIZAÇÃO DE LIVROS, FORMATO: A3, INTERFACE: USB 2.0, RESOLUÇÃO ÓTICA: 300, TENSÃO ALIMENTAÇÃO: BIVOLT, TIPO: PLANETÁRIO, TIPO ALIMENTADOR PAPEL: MANUAL, VELOCIDADE DIGITALIZAÇÃO: 1,5 PPS",UN,10000.0,2,20000.0,66494.0,
60/2026,Aprovada,,Dedetização FOB,SERVICOS,102122,46255,46377,122,ATA - ADMINISTRACAO,111/2025,Médio,1,46304,Serviço,943,Serviços de saneamento e serviços similares,,,3417.0,Desinsetização / desratização / dedetização,,13000.0,1,13000.0,13000.0,230.0
2/2026,Devolvida,,Aquisição de drone,BENS,102122,46233,46353,120,TEC. EDUCACIONAL,339/2025,Alto,1,46129,Material,1550,Aeronaves teleguiadas,16741.0,Aeronaves Teleguiadas,600919.0,"características adicionais: câmera, controle remoto, detector obstáculos, esta, peso máximo: 570, quantidade motores: 4 motores, tamanho diagonal: 302, tipo: aeronave remotamente pilotada (drone)",UN,8000.0,1,8000.0,8000.0,9.0
3/2026,Aprovada,,Aquisição de materiais de papelaria,BENS,102122,46205,46325,120,BAE - ESTOMATO. CIRU. RADIO. PATO,26/2025,Médio,2,46174,Material,7510,Artigos para escritório,,,,,,500.0,1,500.0,165500.0,347.0
3/2026,Aprovada,,Aquisição de materiais de papelaria,BENS,102122,46205,46325,120,ALMOXARIFADO,175/2025,Médio,1,46054,Material,7510,ARTIGOS PARA ESCRITÓRIO,,,,,,150000.0,1,150000.0,165500.0,347.0
3/2026,Aprovada,,Aquisição de materiais de papelaria,BENS,102122,46205,46325,120,ATA - ADMINISTRACAO,335/2025,Médio,1,46080,Material,3610,"Equipamento para impressão, duplicação e encadernação",,,,,,15000.0,1,15000.0,165500.0,347.0
4/2026,Aprovada,,Eletrodomésticos,BENS,102122,46034,46142,108,BAE - ESTOMATO. CIRU. RADIO. PATO,26/2025,Médio,1,46174,Material,4610,EQUIPAMENTOS PARA PURIFICAÇÃO DE ÁGUA,,,,,,1600.0,1,1600.0,20967.49,8.0
4/2026,Aprovada,,Eletrodomésticos,BENS,102122,46034,46142,108,Biotério,118/2025,Alto,1,46142,Material,4110,Equipamento para refrigeração,783.0,Freezer,609362.0,"capacidade: 470, características adicionais: rodízios fibra, cor: branca, quantidade tampas: 2, temperatura operação: de 0 a -25, tensão alimentação: 110, tipo: horizontal",UN,3362.95,1,3362.95,20967.49,8.0
4/2026,Aprovada,,Eletrodomésticos,BENS,102122,46034,46142,108,Biotério,146/2025,Alto,1,46142,Material,4610,Equipamentos para purificação de água,,,,,,899.9,1,899.9,20967.49,8.0
4/2026,Aprovada,,Eletrodomésticos,BENS,102122,46034,46142,108,BAD - DENT. ENDO. MAT ODONT.,181/2025,Médio,1,46034,Material,7310,"Equipamentos para cozinhar, assar e servir alimentos",,,,,,400.0,1,400.0,20967.49,8.0
